,WS_18027,WS_18425,WS_18023,WS_18809,WS_18811,WS_18024,WS_17233,WS_18808,WS_17234,WS_17227,WS_18426,WS_18026,WS_18025,WS_19124,WS_18427,WS_18428,WS_17232,WS_17381,WS_19125,WS_18429,WS_18596,WS_17860,WS_17881,WS_18810,WS_17850,WS_18430,WS_18047,WS_18610,WS_18013,WS_17895,WS_17310,WS_17477,WS_18837,WS_18838,WS_19154,WS_17970,WS_19151,WS_18008,WS_18307,WS_18016,WS_17952,WS_18305,WS_18618,WS_17375,WS_17474,WS_18996,WS_17975,WS_17974,WS_19153,WS_18012,WS_18611,WS_17927,WS_18619,WS_17380,WS_17473,WS_18009,WS_18010,WS_18614,WS_18648,WS_18613,WS_17475,WS_17953,WS_19152,WS_18955,WS_17304,WS_17476,WS_17926,WS_19150,WS_18015,WS_18609,WS_18617,WS_18615,WS_18840,WS_17951,WS_19156,WS_18612,WS_17954,WS_18839,WS_18011,WS_17917,WS_17302,WS_17300,WS_17393,WS_18306,WS_17915,WS_18014,WS_17626,WS_17465,WS_19063,WS_19060,WS_18233,WS_18231,WS_17463,WS_18573,WS_19246,WS_19064,WS_19062,WS_17569,WS_18570,WS_18229,WS_18978,WS_18232,WS_18571,WS_17714,WS_18572,WS_17775,WS_19366,WS_17037,WS_17038,WS_17464,WS_18574,WS_19247,WS_18936,WS_18230,WS_18575,WS_19061
WS_18305,159.96167,159.29551,174.28411,189.0229,160.37802,171.86928,218.75029,208.42481,199.76473,195.76777,215.50276,211.67234,148.13733,186.02518,200.51416,187.69058,237.15296,239.48452,232.65638,168.12213,170.53696,174.867,222.58071,204.67766,183.69362,178.86396,143.64075,148.55368,138.14493,76.44186,151.5514,149.30311,167.53924,127.23656,145.88904,31.72587,19.06883,68.03159,68.78102,57.53957,15.32168,0,24.73119,28.72815,29.56085,26.14678,178.11453,178.78069,185.52556,153.96623,175.03354,130.7339,128.65215,43.96656,45.54869,53.62588,32.4753,19.06883,37.30496,36.38899,44.54945,43.96656,34.39051,57.37303,52.79318,53.04299,46.38139,31.39279,49.21257,67.94832,29.39431,43.3004,35.13994,31.05971,45.13234,19.90153,111.91488,130.65063,104.83693,99.75746,59.62132,68.36467,79.02323,92.26316,85.43502,86.35099,818.46083,846.60609,825.2057,835.53118,839.94449,796.47755,812.63193,812.21558,851.51902,855.34944,852.18518,860.01256,855.1829,804.30493,799.392,863.34336,845.02396,810.79999,813.5479,866.17454,824.87262,830.11863,831.11787,829.53574,855.84906,790.2323,788.06728,788.73344,805.55398,825.87186
WS_18618,139.31071,143.2244,152.13429,167.03962,138.2282,150.38562,194.60199,184.52632,178.28107,174.28411,193.35294,189.8556,129.40158,163.29247,178.44761,166.95635,214.42025,216.75181,209.50732,149.71946,154.13277,155.79817,199.59819,181.5286,163.62555,158.62935,166.29019,169.8708,161.62707,97.92552,176.11605,173.86776,192.27043,151.5514,170.28715,42.4677,30.31028,82.10422,86.18445,77.27456,21.48366,24.73119,0,46.96428,47.79698,45.96504,202.92899,203.59515,210.25675,177.86472,199.0153,152.71718,149.0533,39.05363,40.55249,34.80686,29.72739,18.06959,17.23689,18.81902,69.03083,68.53121,58.45554,78.19053,74.44338,74.77646,56.6236,42.30116,66.53273,73.86049,30.22701,44.9658,54.37531,53.62588,67.28216,44.38291,135.64683,154.13277,125.23808,122.65671,80.85517,89.84833,102.92172,114.32971,108.251,106.00271,837.27985,865.75819,844.77415,854.93309,859.09659,815.04676,831.28441,830.86806,871.17074,875.33424,872.08671,879.91409,874.75135,823.29049,818.37756,882.82854,864.59241,830.2019,832.61673,885.49318,843.77491,849.10419,850.10343,848.43803,875.1677,808.88478,806.96957,807.719,824.28973,845.10723
WS_17375,186.10845,187.52404,199.09857,214.0039,185.10921,197.3499,239.8176,230.24155,225.24535,221.24839,240.31722,236.81988,175.44989,210.00694,225.41189,213.83736,261.21799,263.46628,255.88871,195.60123,198.76549,202.01302,246.14612,227.99326,210.25675,205.34382,143.14113,151.46813,134.48105,82.18749,141.72554,139.64379,155.29855,120.15861,137.3955,13.90609,17.40343,86.43426,82.85365,69.28064,44.04983,28.72815,46.96428,0,0.8327,3.99696,164.54152,164.79133,173.45141,148.38714,168.45521,132.3993,134.0647,39.05363,39.9696,61.70307,31.72587,30.47682,51.04451,47.96352,43.55021,41.96808,38.63728,66.78254,61.03691,60.95364,69.9468,56.54033,65.61676,92.59624,57.87265,70.94604,51.71067,12.99012,22.4829,28.56161,108.41754,127.4031,111.24872,100.00727,67.69851,74.77646,76.6084,95.34415,86.85061,95.42742,823.20722,850.43651,828.28669,839.11179,844.02472,801.55702,817.7114,817.29505,854.68328,857.76427,854.84982,862.59393,858.43043,808.71824,803.80531,866.75743,848.35476,814.3806,817.62813,869.92169,829.28593,834.44867,835.44791,833.86578,859.51294,795.06196,792.64713,792.98021,810.38364,829.70228
WS_17474,187.02442,188.44001,199.93127,214.8366,186.02518,198.1826,240.6503,231.07425,226.07805,222.16436,241.14992,237.65258,176.28259,210.83964,226.24459,214.67006,262.05069,264.29898,256.72141,196.5172,199.59819,202.92899,246.97882,228.82596,211.17272,206.25979,142.97459,151.38486,134.23124,82.27076,141.22592,139.22744,154.71566,119.74226,136.97915,14.1559,18.23613,86.85061,83.18673,69.61372,44.88253,29.56085,47.79698,0.8327,0,4.41331,163.95863,164.29171,172.86852,148.05406,168.12213,132.31603,134.0647,39.38671,40.38595,62.28596,32.30876,31.30952,51.79394,48.62968,43.55021,41.96808,38.88709,66.94908,61.28672,61.20345,70.52969,57.28976,66.03311,93.2624,58.62208,71.69547,52.12702,12.74031,21.90001,29.06123,108.16773,127.15329,111.33199,99.84073,67.86505,74.943,76.44186,95.34415,86.76734,95.59396,823.04068,850.35324,828.20342,838.94525,843.85818,801.47375,817.62813,817.21178,854.51674,857.59773,854.68328,862.42739,858.34716,808.63497,803.72204,866.67416,848.27149,814.29733,817.46159,869.75515,829.20266,834.3654,835.36464,833.78251,859.42967,794.97869,792.56386,792.89694,810.30037,829.61901
WS_18996,184.69286,185.35902,198.09933,212.92139,184.10997,196.10085,239.65106,229.90847,224.07957,220.08261,239.23471,235.73737,173.61795,209.17424,224.41265,212.42177,260.38529,262.63358,255.30582,193.76929,196.60047,200.26435,245.47996,227.3271,208.75789,203.84496,140.06014,148.13733,131.64987,78.52361,139.64379,137.56204,153.54988,117.66051,135.14721,16.98708,17.65324,82.4373,78.85669,65.36695,41.30192,26.14678,45.96504,3.99696,4.41331,0,163.04266,163.37574,171.70274,145.88904,166.04038,129.15177,130.48409,41.46846,42.55097,62.95212,33.308,30.31028,51.29432,48.46314,39.9696,38.47074,34.80686,62.86885,57.20649,57.12322,66.19965,52.95972,61.6198,88.84909,54.9582,67.69851,47.71371,10.32548,21.98328,24.56465,105.50309,124.48865,107.58484,96.75974,63.86809,71.11258,73.52741,91.84681,83.43654,91.68027,819.87642,847.18898,825.12243,835.86426,840.69392,798.22622,814.3806,813.88098,851.43575,854.60001,851.68556,859.42967,855.26617,805.47071,800.55778,863.59317,845.1905,811.13307,814.29733,866.67416,826.0384,831.11787,832.11711,830.61825,856.26541,791.73116,789.3996,789.73268,807.05284,826.45475
WS_17975,325.75224,310.26402,343.9051,357.81119,330.66517,339.65833,394.61653,383.45835,366.388,362.47431,384.04124,379.21158,308.84843,357.39484,369.21918,352.48191,407.1903,410.02148,404.94201,326.33513,321.50547,334.32905,394.28345,377.2131,346.4032,342.32297,79.1065,96.50993,65.94984,122.07382,33.72435,35.8061,13.23993,59.45478,42.30116,177.3651,180.36282,159.62859,146.13885,142.47497,186.35826,178.11453,202.92899,164.54152,163.95863,163.04266,0,2.66464,13.07339,52.12702,45.29888,91.26392,108.33427,202.67918,203.34534,225.99478,196.18412,191.85408,213.1712,210.83964,134.73086,134.8974,145.7225,137.89512,138.06166,137.3955,174.95027,176.94875,154.96547,186.02518,191.27119,192.10389,157.87992,152.96699,142.30843,158.71262,79.60612,70.52969,114.99587,96.84301,134.48105,127.31983,105.17001,108.251,107.58484,127.81945,693.55583,717.53759,692.97294,705.13036,711.62542,673.90411,689.64214,689.05925,719.03645,719.61934,717.37105,724.86535,723.19995,678.23415,673.40449,732.02657,713.37409,680.89879,685.81172,736.1068,698.71857,703.46496,704.29766,703.04861,725.69805,666.65962,663.16228,662.32958,681.39841,696.80336
WS_17974,327.00129,311.84615,345.15415,359.06024,331.83095,340.90738,395.5325,384.54086,367.72032,363.72336,385.29029,380.5439,310.26402,358.56062,370.46823,353.81423,408.43935,411.27053,406.10779,327.75072,323.0876,335.82791,395.44923,378.29561,347.81879,343.65529,81.52133,98.92476,68.19813,123.57268,35.8061,37.80458,15.32168,61.20345,44.38291,177.61491,180.77917,161.29399,147.72098,143.89056,187.19096,178.78069,203.59515,164.79133,164.29171,163.37574,2.66464,0,14.9886,54.62512,47.96352,93.51221,110.58256,202.84572,203.59515,226.32786,196.5172,192.3537,213.67082,211.33926,135.56356,135.7301,146.5552,139.22744,139.31071,138.64455,176.28259,178.03126,156.29779,187.52404,192.27043,193.26967,158.96243,153.38334,142.55824,159.46205,81.35479,72.61144,116.99435,98.50841,135.81337,128.73542,106.41906,109.99967,109.0837,129.56812,695.13796,718.95318,694.30526,706.54595,713.04101,675.48624,691.22427,690.64138,720.36877,720.95166,718.70337,726.19767,724.53227,679.81628,674.98662,733.35889,714.78968,682.31438,687.31058,737.52239,700.3007,704.96382,705.79652,704.54747,727.11364,668.24175,664.66114,663.82844,682.98054,698.30222
WS_19153,329.99901,312.92866,348.65149,362.39104,335.5781,344.15491,400.44543,389.20398,370.5515,366.63781,388.45455,383.54162,312.67885,362.39104,373.71576,356.3956,411.77015,414.6846,409.93821,329.66593,324.17011,337.82639,399.19638,382.29257,350.15035,346.15339,75.7757,91.93008,64.78406,125.48789,35.8061,38.13766,18.15286,62.36923,43.63348,186.5248,188.85636,162.54304,149.13657,146.72174,192.93659,185.52556,210.25675,173.45141,172.86852,171.70274,13.07339,14.9886,0,48.79622,36.97188,89.34871,106.08598,211.92215,212.67158,234.57159,205.01074,199.93127,221.16512,219.0001,141.47573,141.80881,152.3841,142.3917,143.05786,142.47497,179.36358,182.3613,159.37878,189.0229,197.10009,196.93355,163.37574,161.5438,151.46813,165.87384,82.27076,70.36315,115.41222,99.34111,139.0609,131.31679,110.33275,110.7491,111.16545,129.73466,680.56571,704.63074,680.06609,692.22351,698.6353,660.83072,676.65202,676.06913,706.1296,706.87903,704.63074,712.04177,710.2931,665.24403,660.41437,719.11972,700.46724,667.90867,672.90487,723.19995,685.81172,690.47484,691.30754,690.05849,712.7912,653.58623,650.17216,649.33946,668.40829,683.89651
WS_18012,287.69785,267.87959,307.2663,320.50623,294.60926,302.2701,361.64161,349.90054,327.91726,324.08684,346.15339,340.99065,269.46172,321.50547,331.66441,313.42828,369.80207,372.88306,368.96937,285.53283,278.87123,293.85983,358.061,341.74008,306.68341,303.01953,27.14602,44.38291,17.81978,84.35251,23.56541,23.06579,39.80306,28.72815,18.3194,162.29323,161.37726,118.90956,106.16925,106.66887,158.46281,153.96623,177.86472,148.38714,148.05406,145.88904,52.12702,54.62512,48.79622,0,21.40039,40.8023,57.37303,187.3575,188.35674,206.34306,178.61415,170.78677,191.10465,189.60579,109.58332,110.41602,119.57572,103.2548,105.33655,104.83693,138.89436,144.47345,119.49245,145.22288,159.8784,157.21376,126.40386,135.56356,128.81869,134.14797,42.30116,24.981,68.69775,57.28976,100.00727,91.43046,74.943,68.03159,71.11258,85.18521,681.81476,707.71173,684.56267,695.88739,701.46648,661.08053,677.06837,676.56875,710.79272,712.95774,710.2931,717.95394,714.78968,666.9927,662.07977,723.28322,704.79728,671.32274,675.3197,726.78056,687.56039,692.47332,693.47256,692.05697,716.45508,654.16912,651.33794,651.08813,669.32426,686.9775
WS_18611,308.51535,288.03093,328.33361,341.407,315.75984,323.17087,382.95873,371.13439,348.65149,344.82107,366.97089,361.80815,290.11268,342.57278,352.56518,334.16251,390.70284,393.78383,389.95341,306.01725,298.85603,314.34425,379.04504,362.80739,327.33437,323.67049,43.63348,57.12322,38.88709,105.66963,31.6426,32.80838,36.80534,48.37987,32.22549,182.27803,181.94495,139.72706,127.23656,127.98599,179.77993,175.03354,199.0153,168.45521,168.12213,166.04038,45.29888,47.96352,36.97188,21.40039,0,59.1217,74.52665,207.50884,208.50808,227.07729,199.09857,191.60427,212.08869,210.50656,130.48409,131.31679,140.7263,124.65519,126.73694,126.15405,160.12821,165.87384,140.89284,165.95711,181.27879,178.53088,147.72098,155.79817,148.30387,155.13201,63.61828,46.29812,88.76582,78.60688,121.40766,112.74758,96.09358,89.26544,92.51297,106.00271,665.82692,691.22427,667.65886,679.23339,685.06229,645.3425,661.33034,660.83072,693.88891,695.63758,693.05621,700.71705,697.88587,650.83832,646.00866,706.54595,687.97674,654.75201,658.99878,710.20983,671.40601,676.31894,677.23491,675.81932,699.80108,638.43109,635.3501,634.93375,653.41969,670.40677
WS_17927,251.22559,229.24231,271.54347,284.28378,259.30278,265.96438,327.75072,315.67657,290.94538,287.19823,309.51459,304.10204,232.24003,286.03245,295.19215,276.28986,333.32981,336.49407,333.16327,247.56171,239.98414,255.97198,322.17163,306.4336,269.21191,265.71457,15.98784,19.48518,25.31408,54.70839,58.37227,56.70687,78.19053,40.30268,49.962,146.13885,142.05862,83.18673,72.02855,76.35859,131.81641,130.7339,152.71718,132.3993,132.31603,129.15177,91.26392,93.51221,89.34871,40.8023,59.1217,0,17.15362,169.53772,170.87004,184.35978,159.46205,149.13657,167.78905,167.03962,89.43198,90.7643,97.34263,74.60992,78.2738,77.94072,106.25252,114.66279,88.59928,108.75062,130.31755,124.82173,98.50841,119.57572,116.82781,111.91488,30.72663,22.64944,30.89317,32.4753,71.77874,62.78558,56.20725,38.47074,45.88177,49.962,690.72465,718.03721,696.05393,706.71249,711.54215,669.24099,685.39537,684.89575,722.36725,725.69805,722.70033,730.44444,726.19767,676.31894,671.40601,734.4414,716.03873,681.9813,685.22883,737.52239,696.88663,702.04937,702.96534,701.46648,727.11364,662.66266,660.24783,660.58091,677.98434,697.30298
WS_18619,239.48452,215.75257,260.30202,272.62598,248.39441,254.47312,317.67505,305.43436,278.87123,275.12408,297.52371,291.94462,220.08261,275.04081,283.45108,263.9659,321.4222,324.66973,321.83855,234.73813,226.32786,243.1484,310.76364,295.44196,256.63814,253.39061,30.89317,22.4829,42.4677,52.54337,75.52589,73.86049,95.34415,56.29052,67.03235,147.30463,141.80881,73.94376,64.61752,71.77874,127.73618,128.65215,149.0533,134.0647,134.0647,130.48409,108.33427,110.58256,106.08598,57.37303,74.52665,17.15362,0,169.62099,170.95331,182.02822,158.96243,147.55444,164.95787,164.62479,90.51449,92.09662,96.92628,71.27912,75.94224,75.7757,98.84149,109.00043,83.10346,98.09206,124.48865,117.24416,94.67799,121.5742,120.82477,110.99891,43.13386,39.38671,23.81522,37.97112,69.03083,60.53729,60.70383,38.88709,48.04679,43.21713,690.22503,718.03721,696.55355,706.9623,711.45888,668.32502,684.4794,684.06305,722.86687,726.69729,723.53303,731.36041,726.61402,675.90259,670.98966,734.77448,716.45508,682.23111,685.06229,737.60566,696.47028,701.71629,702.71553,701.1334,727.28018,661.9965,659.74821,660.24783,677.31818,697.38625
WS_17380,168.03886,177.94799,177.44837,192.27043,163.62555,177.19856,211.00618,202.51264,204.59439,200.76397,217.83432,215.16968,161.37726,186.44153,203.34534,194.93507,236.98642,238.81836,230.15828,181.69514,188.35674,186.94115,221.16512,202.84572,192.85332,187.69058,181.11225,188.27347,173.11833,117.07762,180.61263,178.61415,193.85256,159.12897,176.36586,25.39735,27.81218,111.99815,112.33123,100.34035,53.62588,43.96656,39.05363,39.05363,39.38671,41.46846,202.67918,202.84572,211.92215,187.3575,207.50884,169.53772,169.62099,0,1.6654,27.89545,11.49126,26.06351,28.3118,24.23157,80.18901,78.85669,72.69471,99.25784,94.0951,94.17837,89.34871,74.19357,92.92932,109.58332,66.616,81.85441,78.69015,51.71067,60.45402,58.78862,146.88828,165.87384,146.13885,137.3955,101.00651,109.16697,114.57952,131.64987,123.65595,128.65215,859.67948,887.32512,865.50838,876.16694,880.83006,837.94601,854.10039,853.60077,891.90497,895.23577,892.23805,899.98216,895.65212,845.44031,840.52738,903.89585,885.49318,851.43575,854.43347,906.89357,866.008,871.17074,872.16998,870.58785,896.56809,831.53422,829.28593,829.70228,846.8559,866.67416
WS_17473,168.87156,179.11377,178.11453,193.01986,164.37498,177.94799,211.25599,202.84572,205.34382,201.5134,218.41721,215.83584,162.3765,187.02442,204.0115,195.76777,237.56931,239.40125,230.6579,182.69438,189.52252,187.94039,221.66474,203.34534,193.76929,188.60655,182.27803,189.60579,174.20084,118.40994,181.5286,179.53012,194.60199,160.12821,177.3651,26.31332,29.22777,113.58028,113.83009,101.83921,55.20801,45.54869,40.55249,39.9696,40.38595,42.55097,203.34534,203.59515,212.67158,188.35674,208.50808,170.87004,170.95331,1.6654,0,28.22853,13.07339,27.72891,29.47758,25.48062,81.43806,80.10574,74.02703,100.7567,95.51069,95.59396,90.93084,75.7757,94.51145,111.16545,68.19813,83.51981,80.27228,52.79318,61.20345,60.20421,148.05406,167.03962,147.55444,138.64455,102.4221,110.58256,115.7453,132.98219,124.98827,130.06774,861.09507,888.65744,866.8407,877.41599,882.16238,839.27833,855.43271,855.01636,893.15402,896.56809,893.4871,901.31448,896.98444,846.77263,841.8597,905.22817,886.8255,852.76807,855.76579,908.22589,867.34032,872.50306,873.5023,871.92017,897.81714,832.86654,830.61825,831.0346,848.18822,868.00648
WS_18009,142.55824,156.21452,150.7187,165.54076,137.06242,150.88524,183.11073,174.70046,178.11453,174.28411,190.6883,188.27347,137.64531,159.21224,176.44913,168.95483,209.59059,211.33926,202.51264,157.71338,166.04038,162.45977,193.60275,175.28335,167.45597,162.20996,197.18336,202.17956,191.02138,129.98447,201.92975,199.76473,216.41873,178.86396,196.93355,49.962,45.71523,116.82781,120.32515,110.41602,55.87417,53.62588,34.80686,61.70307,62.28596,62.95212,225.99478,226.32786,234.57159,206.34306,227.07729,184.35978,182.02822,27.89545,28.22853,0,30.22701,35.63956,17.65324,17.40343,96.92628,95.92704,87.51677,110.7491,106.33579,106.5856,91.34719,77.02475,100.59016,107.91792,64.70079,78.77342,87.60004,73.02779,84.18597,72.77798,164.70806,183.61035,158.213,153.2168,113.08066,121.90728,131.81641,145.88904,138.97763,139.39398,871.33728,899.64908,878.41523,888.65744,892.98748,849.18746,865.34184,864.92549,904.72855,908.72551,905.56125,913.30536,908.4757,857.26465,852.35172,916.55289,898.23349,863.92625,866.50762,919.3008,877.74907,882.99508,884.07759,882.41219,908.97532,842.94221,840.94373,841.60989,858.34716,878.91485
WS_18010,164.12517,171.61947,174.867,189.77233,160.96091,174.0343,211.42253,202.42937,201.76321,197.84952,215.58603,212.67158,156.13125,184.60959,201.01378,191.35446,235.57083,237.48604,229.32558,176.5324,182.27803,182.19476,219.99934,201.67994,188.85636,183.77689,171.36966,178.03126,163.95863,106.41906,172.95179,170.87004,186.85788,150.7187,168.37194,19.81826,17.4867,100.59016,101.00651,89.26544,42.38443,32.4753,29.72739,31.72587,32.30876,33.308,196.18412,196.5172,205.01074,178.61415,199.09857,159.46205,158.96243,11.49126,13.07339,30.22701,0,14.73879,23.39887,19.40191,70.36315,69.1141,62.20269,88.34947,83.27,83.43654,77.94072,62.70231,81.6046,98.34187,55.62436,70.94604,67.36543,43.63348,54.1255,48.04679,137.72858,156.71414,135.39702,127.56964,90.18141,98.50841,105.08674,121.32439,113.66355,117.66051,849.18746,876.99964,855.26617,865.75819,870.42131,827.28745,843.5251,843.02548,881.57949,885.07683,882.07911,889.82322,885.32664,834.94829,830.03536,893.57037,875.25097,841.027,844.02472,896.48482,855.51598,860.67872,861.67796,860.09583,886.15934,820.95893,818.71064,819.21026,836.36388,856.26541
WS_18614,156.88068,161.29399,169.12137,184.0267,155.13201,167.62251,209.42405,199.76473,195.51796,191.60427,210.25675,206.92595,147.3879,179.77993,195.43469,184.44305,230.99098,233.156,225.49516,167.70578,172.20236,173.78449,215.83584,197.59971,181.36206,176.28259,161.71034,167.20616,155.38182,95.17761,166.78981,164.62479,181.86168,143.39094,161.62707,24.39811,13.07339,86.51753,87.76658,76.69167,27.56237,19.06883,18.06959,30.47682,31.30952,30.31028,191.85408,192.3537,199.93127,170.78677,191.60427,149.13657,147.55444,26.06351,27.72891,35.63956,14.73879,0,21.31712,19.06883,61.28672,60.37075,51.96048,76.35859,71.6122,71.77874,63.2852,48.13006,68.11486,83.51981,40.96884,56.29052,54.20877,39.46998,52.21029,37.22169,129.0685,147.97079,123.73922,117.74378,78.44034,87.10042,96.17685,110.7491,103.58788,105.41982,837.52966,865.50838,844.10799,854.43347,858.93005,815.54638,831.70076,831.28441,870.42131,874.16846,871.0042,878.83158,874.16846,823.37376,818.37756,882.32892,864.00952,829.70228,832.53346,885.1601,843.85818,849.10419,850.10343,848.5213,874.83462,809.21786,807.13611,807.719,824.62281,844.85742
WS_18648,140.80957,149.63619,151.46813,166.37346,137.56204,150.63543,189.10617,179.77993,178.28107,174.36738,192.27043,189.27271,133.31527,161.29399,177.61491,168.03886,212.3385,214.33698,206.25979,153.71642,160.12821,159.12897,196.85028,178.53088,165.54076,160.46129,180.94571,185.35902,175.36662,113.2472,187.85712,185.60883,203.09553,164.12517,182.52784,41.96808,33.72435,99.17457,102.75518,93.17913,38.22093,37.30496,17.23689,51.04451,51.79394,51.29432,213.1712,213.67082,221.16512,191.10465,212.08869,167.78905,164.95787,28.3118,29.47758,17.65324,23.39887,21.31712,0,4.1635,81.52133,80.7719,71.6122,93.67875,89.51525,89.84833,73.77722,59.37151,83.02019,90.7643,47.29736,61.78634,70.27988,60.70383,73.2776,56.95668,149.13657,167.87232,141.05938,137.06242,96.17685,105.08674,116.24492,129.31831,122.65671,122.07382,853.85058,882.24565,861.09507,871.33728,875.58405,831.70076,847.85514,847.43879,887.49166,891.48862,888.32436,896.15174,891.15554,839.86122,834.86502,899.23273,880.9966,846.60609,849.10419,901.89737,860.34564,865.59165,866.67416,865.00876,891.65516,825.53878,823.5403,824.20646,840.94373,861.59469
WS_18613,144.8898,153.79969,155.38182,170.37042,141.47573,154.63239,192.60351,183.44381,182.3613,178.36434,196.18412,193.1864,137.47877,165.20768,181.5286,172.03582,216.16892,218.1674,210.00694,157.79665,164.20844,163.29247,200.59743,182.3613,169.70426,164.54152,180.02974,184.8594,174.11757,112.66431,185.94191,183.77689,200.93051,162.45977,180.6959,38.3042,30.8099,100.00727,103.08826,93.09586,38.97036,36.38899,18.81902,47.96352,48.62968,48.46314,210.83964,211.33926,219.0001,189.60579,210.50656,167.03962,164.62479,24.23157,25.48062,17.40343,19.40191,19.06883,4.1635,0,80.10574,79.18977,70.44642,93.34567,89.01563,89.26544,74.943,60.28748,83.35327,92.67951,49.04603,63.78482,70.19661,58.12246,70.27988,55.70763,147.80425,166.62327,140.80957,136.06318,95.7605,104.58712,114.9126,128.56888,121.74074,121.99055,854.01712,882.24565,861.0118,871.25401,875.66732,831.8673,848.10495,847.6886,887.40839,891.32208,888.15782,895.9852,891.07227,839.94449,835.03156,899.14946,880.91333,846.52282,849.18746,901.89737,860.42891,865.67492,866.67416,865.09203,891.65516,825.62205,823.62357,824.28973,841.027,861.59469
WS_17475,195.10161,186.85788,211.75561,226.07805,198.09933,208.25827,260.13548,249.31038,235.73737,231.74041,252.55791,248.22787,180.44609,224.49592,237.65258,222.58071,275.12408,277.70545,271.87655,199.43165,198.43241,206.92595,261.4678,243.89783,217.50124,213.00466,101.08978,108.251,94.0951,38.97036,107.08522,104.83693,123.65595,82.68711,101.33959,56.95668,52.87645,53.62588,45.29888,31.30952,51.6274,44.54945,69.03083,43.55021,43.55021,39.9696,134.73086,135.56356,141.47573,109.58332,130.48409,89.43198,90.51449,80.18901,81.43806,96.92628,70.36315,61.28672,81.52133,80.10574,0,1.83194,10.99164,26.81294,21.15058,20.8175,50.29508,45.54869,34.72359,70.52969,57.87265,62.61904,27.81218,31.22625,33.72435,24.64792,67.86505,86.68407,67.86505,57.20649,26.47986,32.05895,34.9734,51.87721,43.55021,53.04299,779.99009,807.38592,785.48591,796.14447,800.89086,758.25662,774.411,773.99465,811.79923,815.13003,812.13231,819.87642,815.54638,765.58438,760.67145,823.87338,805.47071,771.41328,774.49427,826.8711,786.15207,791.31481,792.31405,790.73192,816.54562,751.84483,749.51327,749.84635,767.16651,786.65169
WS_17953,195.60123,187.69058,212.00542,226.41113,198.34914,208.67462,260.13548,249.31038,236.15372,232.15676,252.89099,248.56095,181.02898,224.74573,237.90239,223.08033,275.37389,277.95526,272.04309,200.09781,199.18184,207.50884,261.63434,244.06437,218.00086,213.50428,102.25556,109.66659,95.09434,40.63576,107.58484,105.33655,123.98903,83.35327,101.92248,55.45782,51.71067,55.29128,47.04755,33.05819,51.54413,43.96656,68.53121,41.96808,41.96808,38.47074,134.8974,135.7301,141.80881,110.41602,131.31679,90.7643,92.09662,78.85669,80.10574,95.92704,69.1141,60.37075,80.7719,79.18977,1.83194,0,11.07491,28.64488,22.98252,22.64944,51.46086,46.21485,36.30572,71.86201,58.20573,63.36847,28.81142,29.56085,31.89241,24.1483,68.78102,87.76658,69.53045,58.53881,28.3118,33.80762,35.97264,53.37607,44.9658,54.87493,781.40568,808.80151,786.81823,797.47679,802.30645,759.75548,775.90986,775.41024,813.13155,816.46235,813.46463,821.20874,816.96197,766.99997,762.08704,825.2057,806.80303,772.82887,775.90986,828.28669,787.56766,792.7304,793.72964,792.14751,817.96121,753.26042,750.92886,751.26194,768.5821,788.06728
WS_19152,184.52632,177.19856,200.93051,215.33622,187.27423,197.51644,249.14384,238.31874,225.07881,221.08185,241.81608,237.48604,170.12061,213.58755,226.82748,212.00542,264.29898,266.88035,260.96818,189.27271,188.68982,196.68374,250.55943,232.98946,207.00922,202.51264,109.74986,115.82857,103.75442,44.46618,117.82705,115.57876,134.56432,93.09586,111.91488,51.04451,44.88253,50.54489,44.79926,30.97644,40.63576,34.39051,58.45554,38.63728,38.88709,34.80686,145.7225,146.5552,152.3841,119.57572,140.7263,97.34263,96.92628,72.69471,74.02703,87.51677,62.20269,51.96048,71.6122,70.44642,10.99164,11.07491,0,28.06199,22.39963,22.31636,42.30116,35.55629,30.06047,63.86809,47.13082,52.79318,19.56845,28.06199,35.13994,14.73879,77.52437,96.26012,73.61068,65.7833,29.06123,36.72207,44.71599,59.1217,51.6274,56.95668,787.06804,814.79695,792.98021,803.5555,808.21862,765.2513,781.40568,780.98933,819.3768,822.87414,819.79315,827.62053,823.12395,772.7456,767.83267,831.36768,812.96501,778.82431,781.82203,834.28213,793.31329,798.47603,799.47527,797.89314,823.95665,758.83951,756.59122,757.09084,774.24446,794.06272
