,station_no,datetime,measured_date,measured_hour,temp,temp_max,temp_min,wind_dir,wind_speed,wind_dir_max,wind_speed_max,humidity,precipitation,precipitation_coeff,pressure,pressure_sea_level
203,WS_18838,2019-01-01 02:00:00,1.01.2019 00:00,5,11.8,12.1,8.9,5,3.1,340,6.7,55,0.7,60,,
204,WS_18839,2019-01-01 02:00:00,1.01.2019 00:00,5,5.4,5.4,4.4,7,4.2,165,8.8,70,0,60,,
205,WS_18840,2019-01-01 02:00:00,1.01.2019 00:00,5,-2.5,-0.5,-2.5,,,,,100,0.5,60,,
206,WS_18955,2019-01-01 02:00:00,1.01.2019 00:00,5,7.1,7.2,6.9,13,1.5,294,3.2,99,0.9,60,1014.7,1018.3
207,WS_18978,2019-01-01 02:00:00,1.01.2019 00:00,5,-6.9,-6.9,-8.1,0,0,,,98,0,60,,
208,WS_18996,2019-01-01 02:00:00,1.01.2019 00:00,5,9.8,9.8,9,14,5.6,289,9.8,85,0,60,,
209,WS_19060,2019-01-01 02:00:00,1.01.2019 00:00,5,-0.9,-0.8,-1.3,,,,,97,0,60,,
210,WS_19061,2019-01-01 02:00:00,1.01.2019 00:00,5,-3.4,-3.4,-3.8,,,,,99,1.5,60,,
211,WS_19062,2019-01-01 02:00:00,1.01.2019 00:00,5,-7.2,-5.9,-7.2,,,,,92,0,60,,
212,WS_19063,2019-01-01 02:00:00,1.01.2019 00:00,5,-3.5,-3.4,-4.1,,,,,100,0.2,60,,
213,WS_19064,2019-01-01 02:00:00,1.01.2019 00:00,5,-8.2,-7.5,-9.4,,,,,76,1.1,60,,
214,WS_19124,2019-01-01 02:00:00,2019-01-01 00:00:00,5,5.3,5.4,5,16,0.9,110,1.2,98,0,60,,
215,WS_19125,2019-01-01 02:00:00,2019-01-01 00:00:00,5,9.8,10.1,9.1,5,6.2,67,9.6,72,0,60,,
216,WS_19150,2019-01-01 02:00:00,1.01.2019 00:00,5,0.4,0.9,0.4,,,,,84,0,60,,
217,WS_19151,2019-01-01 02:00:00,1.01.2019 00:00,5,4.7,5,4.3,,,,,98,0,60,,
218,WS_19152,2019-01-01 02:00:00,1.01.2019 00:00,5,0.9,1.4,0.5,,,,,98,0.4,60,,
219,WS_19153,2019-01-01 02:00:00,1.01.2019 00:00,5,9.2,9.2,8.8,,,,,55,0,60,,
220,WS_19154,2019-01-01 02:00:00,1.01.2019 00:00,5,12.3,13,11.4,,,,,51,0,60,,
221,WS_19156,2019-01-01 02:00:00,1.01.2019 00:00,5,3.7,3.8,3,3,10.9,41,16,98,0.1,60,,
222,WS_19246,2019-01-01 02:00:00,1.01.2019 00:00,5,1.1,1.5,1,0,0.5,,,98,0,60,,
223,WS_19247,2019-01-01 02:00:00,1.01.2019 00:00,5,1.3,1.3,0.5,14,0.5,258,1.4,98,0,60,,
224,WS_19366,2019-01-01 02:00:00,1.01.2019 00:00,5,5.3,5.3,4.4,0,0,143,1.5,81,0,60,,
225,WS_17037,2019-01-01 03:00:00,1.01.2019 00:00,6,5.2,5.3,4.7,10,3.4,205,7.1,75,0,60,1023.8,1026.9
226,WS_17038,2019-01-01 03:00:00,1.01.2019 00:00,6,6.7,,,11,4.1,,,66,,,1022.3,1027.2
227,WS_17227,2019-01-01 03:00:00,2019-01-01 00:00:00,6,,,,,,,,,,,,
228,WS_17232,2019-01-01 03:00:00,2019-01-01 00:00:00,6,9.4,9.9,9.2,6,7.7,120,14.9,58,0,60,1007.7,1010.7
229,WS_17233,2019-01-01 03:00:00,2019-01-01 00:00:00,6,11.8,11.9,10.4,0,5.7,360,10.3,73,1.4,60,1006.4,1011.7
230,WS_17234,2019-01-01 03:00:00,2019-01-01 00:00:00,6,7.3,7.9,7.1,4,3.1,91,8.6,70,0,60,1006.6,1013.5
231,WS_17300,2019-01-01 03:00:00,1.01.2019 00:00,6,7.3,,,1,4.1,,,93,,,1012.5,1019.8
232,WS_17302,2019-01-01 03:00:00,1.01.2019 00:00,6,7.2,7.6,7.2,16,1.5,350,3.2,100,0,60,1012.9,1018.7
233,WS_17304,2019-01-01 03:00:00,1.01.2019 00:00,6,7.9,8.8,7.9,1,0.9,284,3.4,100,,,,
234,WS_17310,2019-01-01 03:00:00,1.01.2019 00:00,6,12.6,11.9,11.4,2,0.5,74,2,67,0,60,1017.1,1017.8
235,WS_17375,2019-01-01 03:00:00,1.01.2019 00:00,6,9.8,9.9,9.3,1,1.2,335,3.4,85,0.2,60,1016.4,1016.6
236,WS_17380,2019-01-01 03:00:00,1.01.2019 00:00,6,9.8,10.7,9.8,9,6.8,205,12.6,71,0,60,996.9,1015.3
237,WS_17381,2019-01-01 03:00:00,2019-01-01 00:00:00,6,10.8,11.2,10.8,12,13.6,257,16.4,64,,,1008.6,1009
238,WS_17393,2019-01-01 03:00:00,1.01.2019 00:00,6,10.7,11.4,10.6,1,7.4,,,85,,,1016.6,1016.9
239,WS_17463,2019-01-01 03:00:00,1.01.2019 00:00,6,8.7,8.8,8.5,10,0.7,108,1.6,55,,,1011.9,1012.5
240,WS_17464,2019-01-01 03:00:00,1.01.2019 00:00,6,5.9,5.9,5.2,9,9.6,178,11.4,82,,,1013.4,1013.4
241,WS_17465,2019-01-01 03:00:00,1.01.2019 00:00,6,6.4,6.6,5.9,14,3.2,290,5.1,74,,,1013.1,1013.2
242,WS_17473,2019-01-01 03:00:00,1.01.2019 00:00,6,12.3,13.5,11.9,0,9.4,,,73,,,1014.8,1015
243,WS_17474,2019-01-01 03:00:00,1.01.2019 00:00,6,11.1,11.6,10.5,2,4.2,328,7.7,78,,,1016.2,1016.2
244,WS_17475,2019-01-01 03:00:00,1.01.2019 00:00,6,12.4,13.2,11.9,15,1.8,346,3,0,,,1017.8,1017.8
245,WS_17476,2019-01-01 03:00:00,1.01.2019 00:00,6,9.9,10.6,9.9,14,4.7,295,5.1,79,,,1017.4,1017.4
246,WS_17477,2019-01-01 03:00:00,1.01.2019 00:00,6,13.2,13.2,12.1,1,4.7,358,5.9,60,,,1017.6,1017.6
247,WS_17569,2019-01-01 03:00:00,1.01.2019 00:00,6,-4.9,-4.4,-5.2,4,1.1,87,3.1,,0,60,895.7,1028.3
248,WS_17626,2019-01-01 03:00:00,1.01.2019 00:00,6,4,4.1,3.6,12,2.6,253,4.1,71,0,60,1026.8,1027.1
249,WS_17714,2019-01-01 03:00:00,1.01.2019 00:00,6,-4.1,-4.1,-4.8,0,0,235,1.5,,0,60,906.7,1030.2
250,WS_17775,2019-01-01 03:00:00,1.01.2019 00:00,6,2.9,2.9,2.4,6,3.2,116,4.2,100,0,60,1027.1,1027.8
251,WS_17850,2019-01-01 03:00:00,2019-01-01 00:00:00,6,8.7,8.7,8.3,3,2.9,101,7,58,0,60,1005.5,1014.3
252,WS_17860,2019-01-01 03:00:00,2019-01-01 00:00:00,6,7.2,7.4,7,5,1.5,90,3.7,64,0,60,1004.9,1015.1
253,WS_17881,2019-01-01 03:00:00,2019-01-01 00:00:00,6,8.3,8.9,8.3,1,3,356,6.4,65,0,60,1011,1012.4
254,WS_17895,2019-01-01 03:00:00,1.01.2019 00:00,6,6,6.1,5.9,16,1.2,296,3.4,100,0,60,,
255,WS_17915,2019-01-01 03:00:00,1.01.2019 00:00,6,6.6,7.7,6.6,1,1.4,2,3.7,98,0.3,60,1016.5,1017.2
256,WS_17917,2019-01-01 03:00:00,1.01.2019 00:00,6,6.2,7.7,6.2,16,2.2,15,8.6,97,2.2,60,1011.7,1016.3
257,WS_17926,2019-01-01 03:00:00,1.01.2019 00:00,6,0,0,0,15,0.5,289,1.3,100,0,60,900.3,1020.4
258,WS_17927,2019-01-01 03:00:00,1.01.2019 00:00,6,1.8,1.9,1.7,10,1.7,195,4,88,0.2,60,899.7,1021.2
259,WS_17951,2019-01-01 03:00:00,1.01.2019 00:00,6,8.1,8.3,8.1,1,3.5,360,4.6,99,0,60,,
260,WS_17952,2019-01-01 03:00:00,1.01.2019 00:00,6,0.5,0.7,0.5,4,1.4,89,3.3,100,0,60,888.6,1016.1
261,WS_17953,2019-01-01 03:00:00,1.01.2019 00:00,6,8.8,8.8,8.8,8,1.1,163,1.1,67,0,60,1019.1,1020.3
262,WS_17954,2019-01-01 03:00:00,1.01.2019 00:00,6,7.6,7.6,7.4,16,1.4,12,3.4,91,1.6,60,1013.7,1018.3
263,WS_17970,2019-01-01 03:00:00,1.01.2019 00:00,6,9.6,9.6,9.4,4,0.6,106,1.9,92,1.2,60,1016.1,1019.1
264,WS_17974,2019-01-01 03:00:00,1.01.2019 00:00,6,10,11.2,9.7,15,0.4,39,2.9,70,0.2,60,1015.5,1018
265,WS_17975,2019-01-01 03:00:00,1.01.2019 00:00,6,8.8,,,6,2.1,,,91,,,1014.4,1015.7
266,WS_18008,2019-01-01 03:00:00,1.01.2019 00:00,6,0.5,0.8,0.5,6,0.4,298,1,100,0,60,924.4,1018.7
267,WS_18009,2019-01-01 03:00:00,1.01.2019 00:00,6,7.7,7.7,7.3,16,2.3,30,4.8,100,0,60,1003.5,1012.1
268,WS_18010,2019-01-01 03:00:00,1.01.2019 00:00,6,6.6,6.6,6.5,10,0.4,234,1.3,100,0.1,60,989,1014.6
269,WS_18011,2019-01-01 03:00:00,1.01.2019 00:00,6,6.1,6.2,5.3,13,0.3,158,1.7,,1.9,60,1000,1017.5
270,WS_18012,2019-01-01 03:00:00,1.01.2019 00:00,6,4.8,4.8,4.4,3,0.6,51,1.4,80,0.2,60,914.1,1019.3
271,WS_18013,2019-01-01 03:00:00,1.01.2019 00:00,6,5.3,5.5,4.3,11,0.8,258,1.7,78,0,60,957.8,1019.4
272,WS_18014,2019-01-01 03:00:00,1.01.2019 00:00,6,5.7,6.9,5.7,15,0.4,358,2.7,,0.5,60,1008.5,1018.1
273,WS_18015,2019-01-01 03:00:00,1.01.2019 00:00,6,2.1,2.5,2.1,13,0,,,100,0.2,60,962,1021.9
274,WS_18016,2019-01-01 03:00:00,1.01.2019 00:00,6,5.4,5.6,5.4,15,2.9,323,4.2,100,0,60,984.9,1017.4
275,WS_18023,2019-01-01 03:00:00,2019-01-01 00:00:00,6,5.3,5.3,5.2,2,0.7,12,1.3,100,0.1,60,1006.4,1015
276,WS_18024,2019-01-01 03:00:00,2019-01-01 00:00:00,6,3.3,3.4,3.2,7,0.5,208,1,100,0.5,60,930.5,1015
277,WS_18025,2019-01-01 03:00:00,2019-01-01 00:00:00,6,2.6,3.1,2.6,5,0.4,166,1.9,87,0,60,945.6,1015.1
278,WS_18026,2019-01-01 03:00:00,2019-01-01 00:00:00,6,6.9,7.8,6.9,5,3.2,92,7.1,91,0,60,1007,1013.1
279,WS_18027,2019-01-01 03:00:00,2019-01-01 00:00:00,6,5,5.4,5,14,0.5,254,2.4,96,0,60,997.3,1014.9
280,WS_18047,2019-01-01 03:00:00,1.01.2019 00:00,6,3.6,3.8,1.8,1,3.9,234,5.8,68,0,60,897.1,1021.9
281,WS_18229,2019-01-01 03:00:00,1.01.2019 00:00,6,0,0,-0.5,11,1.5,206,3.2,80,0,60,950.7,1026.5
282,WS_18230,2019-01-01 03:00:00,1.01.2019 00:00,6,-6.4,-6.4,-7.6,11,0.5,219,1.8,99,0,60,898.9,1031.2
283,WS_18231,2019-01-01 03:00:00,1.01.2019 00:00,6,3.9,3.9,2.8,10,1,196,2.7,69,0,60,981.5,1027.5
284,WS_18232,2019-01-01 03:00:00,1.01.2019 00:00,6,1.2,1.5,1,12,1.8,236,2.8,100,0,60,977.8,1026.5
285,WS_18233,2019-01-01 03:00:00,1.01.2019 00:00,6,5.4,5.5,4.5,7,0.8,104,3.2,72,0,60,1005.3,1026.2
286,WS_18305,2019-01-01 03:00:00,1.01.2019 00:00,6,,,,,,,,,,,,
287,WS_18306,2019-01-01 03:00:00,1.01.2019 00:00,6,7.3,8.6,7.2,2,3.3,27,8.9,97,0.5,60,,
288,WS_18307,2019-01-01 03:00:00,1.01.2019 00:00,6,5.9,5.9,5.8,1,3.6,12,5.3,,0.1,60,,
289,WS_18425,2019-01-01 03:00:00,2019-01-01 00:00:00,6,5.8,6.3,5.8,2,2.3,36,3.8,69,0,60,,
290,WS_18426,2019-01-01 03:00:00,2019-01-01 00:00:00,6,7,7.6,7,4,2.3,349,4.8,84,0,60,,
291,WS_18427,2019-01-01 03:00:00,2019-01-01 00:00:00,6,6.4,6.4,5.8,6,3.5,98,4.6,100,0,60,,
292,WS_18428,2019-01-01 03:00:00,2019-01-01 00:00:00,6,9.1,9.7,9,4,6.9,69,13.4,57,0,60,,
293,WS_18429,2019-01-01 03:00:00,2019-01-01 00:00:00,6,7.2,7.3,7.1,5,6.6,112,10.3,66,0,60,,
294,WS_18430,2019-01-01 03:00:00,2019-01-01 00:00:00,6,7.5,7.8,7.5,3,5.1,56,8.6,72,0,60,,
295,WS_18570,2019-01-01 03:00:00,1.01.2019 00:00,6,-0.6,-0.4,-0.8,11,0,,,100,0,60,,
296,WS_18571,2019-01-01 03:00:00,1.01.2019 00:00,6,-1.5,-1.3,-1.7,6,0.1,,,99,0,60,,
297,WS_18572,2019-01-01 03:00:00,1.01.2019 00:00,6,-2.8,-2.8,-3,12,0,,,98,0,60,,
298,WS_18573,2019-01-01 03:00:00,1.01.2019 00:00,6,4.2,4.4,4,14,0.7,76,2.1,84,0,60,,
299,WS_18574,2019-01-01 03:00:00,1.01.2019 00:00,6,4.6,4.7,4.3,7,3.4,144,4.7,95,0,60,,
300,WS_18575,2019-01-01 03:00:00,1.01.2019 00:00,6,-0.4,-0.4,-1.3,16,0.9,47,1.3,93,0,60,,
301,WS_18596,2019-01-01 03:00:00,2019-01-01 00:00:00,6,0.5,0.7,0.4,,,,,100,0,60,,
302,WS_18609,2019-01-01 03:00:00,1.01.2019 00:00,6,-3,-3,-3.5,,,,,100,0.4,60,,
303,WS_18610,2019-01-01 03:00:00,1.01.2019 00:00,6,-0.3,-0.3,-1,,,,,82,0,60,,
304,WS_18611,2019-01-01 03:00:00,1.01.2019 00:00,6,-0.1,0.7,-0.2,,,,,82,0,60,,
305,WS_18612,2019-01-01 03:00:00,1.01.2019 00:00,6,3.2,3.8,3.2,,,,,100,0.2,60,,
306,WS_18613,2019-01-01 03:00:00,1.01.2019 00:00,6,,,,,,,,,,,,
307,WS_18614,2019-01-01 03:00:00,1.01.2019 00:00,6,1.4,2.1,1.4,,,,,100,0.1,60,,
308,WS_18615,2019-01-01 03:00:00,1.01.2019 00:00,6,0.4,1,-0.6,,,,,100,0,60,,
309,WS_18618,2019-01-01 03:00:00,1.01.2019 00:00,6,-1.5,-1.4,-2.5,,,,,100,0.2,60,,
310,WS_18648,2019-01-01 03:00:00,1.01.2019 00:00,6,1.2,1.2,0.8,,,,,100,0,60,,
311,WS_18808,2019-01-01 03:00:00,2019-01-01 00:00:00,6,12.8,12.9,11.8,,,,,67,0,60,,
312,WS_18809,2019-01-01 03:00:00,2019-01-01 00:00:00,6,6.5,7.3,6.1,,,,,100,0,60,,
313,WS_18810,2019-01-01 03:00:00,2019-01-01 00:00:00,6,7.2,8.9,6.5,,,,,83,0,60,,
314,WS_18811,2019-01-01 03:00:00,2019-01-01 00:00:00,6,5.3,6.3,5.3,,,,,100,0.3,60,,
315,WS_18837,2019-01-01 03:00:00,1.01.2019 00:00,6,12.7,12.7,10.6,4,0.9,44,3.7,60,0.4,60,,
316,WS_18838,2019-01-01 03:00:00,1.01.2019 00:00,6,8.9,8.9,8.3,16,2.4,90,6.2,95,2.7,60,,
317,WS_18839,2019-01-01 03:00:00,1.01.2019 00:00,6,4.3,4.7,3.3,9,1.9,201,7.1,82,0.2,60,,
318,WS_18840,2019-01-01 03:00:00,1.01.2019 00:00,6,-0.8,-0.4,-2.8,,,,,95,0.4,60,,
319,WS_18955,2019-01-01 03:00:00,1.01.2019 00:00,6,7,7.3,7,14,1.7,308,2.9,98,0,60,1015.2,1018.9
320,WS_18978,2019-01-01 03:00:00,1.01.2019 00:00,6,-8,-7.4,-8.7,0,0,,,98,0,60,,
321,WS_18996,2019-01-01 03:00:00,1.01.2019 00:00,6,9,9.4,9,14,1.7,130,5.4,90,0.1,60,,
322,WS_19060,2019-01-01 03:00:00,1.01.2019 00:00,6,-1.2,-0.9,-1.7,,,,,100,0,60,,
323,WS_19061,2019-01-01 03:00:00,1.01.2019 00:00,6,-3.8,-3.4,-3.9,,,,,100,0.7,60,,
324,WS_19062,2019-01-01 03:00:00,1.01.2019 00:00,6,-6.3,-6.3,-7.5,,,,,81,0,60,,
325,WS_19063,2019-01-01 03:00:00,1.01.2019 00:00,6,-4,-2,-4,,,,,100,1.2,60,,
326,WS_19064,2019-01-01 03:00:00,1.01.2019 00:00,6,-8.3,-7.1,-9,,,,,71,2.3,60,,
327,WS_19124,2019-01-01 03:00:00,2019-01-01 00:00:00,6,5.3,5.4,4.9,15,0.7,140,1.4,98,0.5,60,,
328,WS_19125,2019-01-01 03:00:00,2019-01-01 00:00:00,6,10.2,10.4,10.1,5,6.7,46,12.9,69,0,60,,
329,WS_19150,2019-01-01 03:00:00,1.01.2019 00:00,6,0.9,0.9,0.9,,,,,87,0,60,,
330,WS_19151,2019-01-01 03:00:00,1.01.2019 00:00,6,5.1,5.4,4.8,,,,,98,0.1,60,,
331,WS_19152,2019-01-01 03:00:00,1.01.2019 00:00,6,1.4,1.5,1.2,,,,,98,0.1,60,,
332,WS_19153,2019-01-01 03:00:00,1.01.2019 00:00,6,9,9.2,7.5,,,,,56,0.1,60,,
333,WS_19154,2019-01-01 03:00:00,1.01.2019 00:00,6,11.4,11.4,10.3,,,,,63,0.5,60,,
334,WS_19156,2019-01-01 03:00:00,1.01.2019 00:00,6,3.4,3.4,3,3,11.9,37,15.8,98,0,60,,
335,WS_19246,2019-01-01 03:00:00,1.01.2019 00:00,6,1.5,1.5,0.4,0,0.3,,,98,0,60,,
336,WS_19247,2019-01-01 03:00:00,1.01.2019 00:00,6,0.5,0.7,0.2,12,1.2,240,1.3,98,0,60,,
337,WS_19366,2019-01-01 03:00:00,1.01.2019 00:00,6,4.7,4.7,3.6,7,1.1,159,1.2,82,0,60,,
338,WS_17037,2019-01-01 04:00:00,1.01.2019 00:00,7,4.7,4.9,4.6,10,4.3,211,6.7,74,0,60,1024.2,1027.3
339,WS_17038,2019-01-01 04:00:00,1.01.2019 00:00,7,6,,,10,4.1,,,69,,,1022.7,1024
340,WS_17227,2019-01-01 04:00:00,2019-01-01 00:00:00,7,,,,,,,,,,,,
341,WS_17232,2019-01-01 04:00:00,2019-01-01 00:00:00,7,10,10.6,9.9,6,5.5,129,14.5,57,0,60,1008.2,1011.2
342,WS_17233,2019-01-01 04:00:00,2019-01-01 00:00:00,7,10.6,11.4,10.6,0,5.3,360,10,82,0,60,1006.1,1011.4
343,WS_17234,2019-01-01 04:00:00,2019-01-01 00:00:00,7,7.7,8.1,7.4,5,3.1,101,7.6,66,0,60,1006.2,1013.1
344,WS_17300,2019-01-01 04:00:00,1.01.2019 00:00,7,7.4,,,1,3.6,,,94,,,1012.5,1012.5
345,WS_17302,2019-01-01 04:00:00,1.01.2019 00:00,7,7.6,7.7,7.6,16,1.5,333,2.7,99,0.6,60,1013,1018.8
346,WS_17304,2019-01-01 04:00:00,1.01.2019 00:00,7,8.8,8.9,7.8,1,1.6,5,4,100,,,,
347,WS_17310,2019-01-01 04:00:00,1.01.2019 00:00,7,11.4,11.4,11,5,0.8,125,2.8,73,0,60,1017.3,1018
348,WS_17375,2019-01-01 04:00:00,1.01.2019 00:00,7,9.9,10,9.7,1,2.2,13,3.8,84,0.2,60,1016,1016.2
349,WS_17380,2019-01-01 04:00:00,1.01.2019 00:00,7,10.7,10.8,10.2,8,3.4,198,9.9,69,0,60,996.7,1015.1
350,WS_17381,2019-01-01 04:00:00,2019-01-01 00:00:00,7,10.9,11.4,10.9,12,11.3,256,17.7,61,,,1009.4,1009.8
351,WS_17393,2019-01-01 04:00:00,1.01.2019 00:00,7,11.4,11.4,10.6,3,6.1,,,85,,,1016.7,1017
352,WS_17463,2019-01-01 04:00:00,1.01.2019 00:00,7,8.5,8.6,7.7,6,1.5,2,3.2,57,,,1012.1,1012.7
353,WS_17464,2019-01-01 04:00:00,1.01.2019 00:00,7,5.5,5.5,4.5,9,6.6,169,11,80,,,1013.7,1013.7
354,WS_17465,2019-01-01 04:00:00,1.01.2019 00:00,7,6,6,4.7,13,3,255,4.7,75,,,1013.3,1013.4
355,WS_17473,2019-01-01 04:00:00,1.01.2019 00:00,7,12.8,13.1,12,0,7.6,,,70,,,1014.8,1015
356,WS_17474,2019-01-01 04:00:00,1.01.2019 00:00,7,11.1,11.4,10.9,1,5.1,4,7.8,80,,,1015.6,1015.6
357,WS_17475,2019-01-01 04:00:00,1.01.2019 00:00,7,12.6,13.4,11.6,15,1.9,4,5,0,,,1018.1,1018.1
358,WS_17476,2019-01-01 04:00:00,1.01.2019 00:00,7,10.2,10.7,9.9,15,3.1,279,4.7,77,,,1017.7,1017.7
359,WS_17477,2019-01-01 04:00:00,1.01.2019 00:00,7,12.5,13.2,11.7,16,1.7,354,5.4,69,,,1018.1,1018.1
360,WS_17569,2019-01-01 04:00:00,1.01.2019 00:00,7,-5.2,-5,-5.7,3,1.4,76,2.8,97,0,60,895.9,1028.7
361,WS_17626,2019-01-01 04:00:00,1.01.2019 00:00,7,3.8,3.9,3.5,11,1.6,240,4.3,73,0,60,1027.2,1027.5
362,WS_17714,2019-01-01 04:00:00,1.01.2019 00:00,7,-4.8,-4.4,-5.2,12,0.6,125,1.3,,0,60,907,1030.7
363,WS_17775,2019-01-01 04:00:00,1.01.2019 00:00,7,2.4,2.4,1.6,6,3.2,125,4.1,100,0,60,1027.5,1028.2
364,WS_17850,2019-01-01 04:00:00,2019-01-01 00:00:00,7,8.6,8.6,7.1,2,4.1,48,6,58,0,60,1005.3,1014.1
365,WS_17860,2019-01-01 04:00:00,2019-01-01 00:00:00,7,7.4,7.7,7.1,5,1.9,90,4.3,64,0,60,1004.3,1014.5
366,WS_17881,2019-01-01 04:00:00,2019-01-01 00:00:00,7,8.8,8.9,8.5,1,5,342,7.8,64,0,60,1011,1012.4
367,WS_17895,2019-01-01 04:00:00,1.01.2019 00:00,7,6.1,6.5,6.1,14,1.6,274,3,100,0.4,60,,
368,WS_17915,2019-01-01 04:00:00,1.01.2019 00:00,7,7.7,7.8,7.6,16,1.3,14,2.1,97,0.7,60,1016.1,1016.8
369,WS_17917,2019-01-01 04:00:00,1.01.2019 00:00,7,7.7,7.8,7.2,1,5.6,6,8.5,95,0.3,60,1010.9,1015.5
370,WS_17926,2019-01-01 04:00:00,1.01.2019 00:00,7,0,0.1,0,1,0.3,9,1.3,100,0.2,60,900.3,1020.5
371,WS_17927,2019-01-01 04:00:00,1.01.2019 00:00,7,1.8,2,1.7,9,0.6,225,2.3,91,0,60,899.5,1021
372,WS_17951,2019-01-01 04:00:00,1.01.2019 00:00,7,8.2,8.3,8.1,15,1.5,311,5.3,99,1,60,,
373,WS_17952,2019-01-01 04:00:00,1.01.2019 00:00,7,0.6,0.7,0.6,3,1.4,19,1.8,100,0,60,888.7,1016.3
374,WS_17953,2019-01-01 04:00:00,1.01.2019 00:00,7,8.8,8.8,8.8,8,1.1,163,1.1,67,0,60,1019.1,1020.3
375,WS_17954,2019-01-01 04:00:00,1.01.2019 00:00,7,7.6,7.7,7.5,16,1.6,16,3.3,93,0.7,60,1013.6,1018.2
376,WS_17970,2019-01-01 04:00:00,1.01.2019 00:00,7,9.4,9.7,9.4,7,0.1,255,2.3,96,2,60,1015.8,1018.8
377,WS_17974,2019-01-01 04:00:00,1.01.2019 00:00,7,11.1,11.1,10.4,5,0.8,60,3.4,63,0.2,60,1015.6,1018.1
378,WS_17975,2019-01-01 04:00:00,1.01.2019 00:00,7,9.3,,,3,3.6,,,86,,,1014.5,1015.8
379,WS_18008,2019-01-01 04:00:00,1.01.2019 00:00,7,0.8,1.1,0.8,9,0.5,,,100,0,60,924.2,1018.6
380,WS_18009,2019-01-01 04:00:00,1.01.2019 00:00,7,7.4,8.3,7.3,1,1.6,233,3.6,96,0,60,1003.3,1011.9
381,WS_18010,2019-01-01 04:00:00,1.01.2019 00:00,7,6.6,6.6,6.5,14,0.4,352,1.4,100,0.8,60,988.9,1014.5
382,WS_18011,2019-01-01 04:00:00,1.01.2019 00:00,7,5.4,5.5,5.4,13,0.8,324,2,,1.6,60,1000.5,1018
383,WS_18012,2019-01-01 04:00:00,1.01.2019 00:00,7,4.4,4.7,4.2,16,1.1,119,2.9,87,0,60,914,1019.2
384,WS_18013,2019-01-01 04:00:00,1.01.2019 00:00,7,4.3,4.3,3.7,9,0,,,90,0.2,60,958.1,1019.7
385,WS_18014,2019-01-01 04:00:00,1.01.2019 00:00,7,6.9,6.9,6,14,0.6,260,3,,0,60,1007.9,1017.5
386,WS_18015,2019-01-01 04:00:00,1.01.2019 00:00,7,2.5,2.8,2.5,5,0.5,,,100,0.8,60,961.9,1021.9
387,WS_18016,2019-01-01 04:00:00,1.01.2019 00:00,7,5.5,5.8,5.5,15,2.8,310,4.1,100,0.6,60,985.1,1017.6
388,WS_18023,2019-01-01 04:00:00,2019-01-01 00:00:00,7,5.3,5.4,5.1,12,0,29,1.7,100,0.2,60,1006.2,1014.8
389,WS_18024,2019-01-01 04:00:00,2019-01-01 00:00:00,7,3.3,3.6,3.3,11,0.3,85,1.2,100,0.9,60,930.1,1014.6
390,WS_18025,2019-01-01 04:00:00,2019-01-01 00:00:00,7,3,3,2.9,14,0,,,85,0,60,945.3,1014.8
391,WS_18026,2019-01-01 04:00:00,2019-01-01 00:00:00,7,7.8,7.8,7.2,4,4.9,81,7.9,83,0,60,1007,1013.1
392,WS_18027,2019-01-01 04:00:00,2019-01-01 00:00:00,7,5.4,5.4,4.9,14,0.8,257,1.6,96,0.1,60,997,1014.6
393,WS_18047,2019-01-01 04:00:00,1.01.2019 00:00,7,1.9,3.4,1.5,2,0.5,4,5.2,77,0,60,897.2,1022
394,WS_18229,2019-01-01 04:00:00,1.01.2019 00:00,7,-0.5,-0.5,-1,11,1.6,235,3.2,77,0,60,951,1026.8
395,WS_18230,2019-01-01 04:00:00,1.01.2019 00:00,7,-7.2,-7.2,-8.1,11,0.9,222,1.6,99,0,60,899.1,1031.6
396,WS_18231,2019-01-01 04:00:00,1.01.2019 00:00,7,2.9,3.5,2.2,10,2.4,207,2.8,73,0,60,981.9,1027.9
397,WS_18232,2019-01-01 04:00:00,1.01.2019 00:00,7,1,1.4,0.8,11,1.5,235,3.1,100,0,60,978.2,1026.9
398,WS_18233,2019-01-01 04:00:00,1.01.2019 00:00,7,4.8,5,4.2,6,2.2,105,3.4,89,0,60,1005.5,1026.4
399,WS_18305,2019-01-01 04:00:00,1.01.2019 00:00,7,,,,,,,,,,,,
400,WS_18306,2019-01-01 04:00:00,1.01.2019 00:00,7,8.2,8.9,8.1,2,6.3,20,8,87,0.2,60,,
401,WS_18307,2019-01-01 04:00:00,1.01.2019 00:00,7,5.8,5.9,5.8,16,2.8,351,3.2,,0.6,60,,
402,WS_18425,2019-01-01 04:00:00,2019-01-01 00:00:00,7,6.3,6.6,6.3,2,2,17,3.9,67,0,60,,
403,WS_18426,2019-01-01 04:00:00,2019-01-01 00:00:00,7,7.3,8.1,7.3,1,2.2,48,8.5,80,0,60,,
404,WS_18427,2019-01-01 04:00:00,2019-01-01 00:00:00,7,5.9,6.1,5.8,8,3.4,101,4.6,100,0.1,60,,
405,WS_18428,2019-01-01 04:00:00,2019-01-01 00:00:00,7,9.3,9.5,8,4,7.3,80,13.5,56,0,60,,
406,WS_18429,2019-01-01 04:00:00,2019-01-01 00:00:00,7,7.2,7.4,6.9,5,6.1,97,10.6,68,0,60,,
